DateTime,9.498067 76.338848
2014-05-10,2.0618
2014-05-11,0.0000
2014-05-12,0.0000
2014-05-13,0.0000
2014-05-14,0.0000
2014-05-15,0.0000
2014-05-16,0.0000
2014-05-17,0.0000
2014-05-18,0.0000
2014-05-19,0.6938
2014-05-20,12.0694
2014-05-21,3.0527
2014-05-22,14.5046
2014-05-23,0.1388
2014-05-24,7.2174
2014-05-25,0.1320
2014-05-26,0.2775
2014-05-27,0.0000
2014-05-28,0.0000
2014-05-29,0.0000
2014-05-30,0.0000
2014-05-31,0.0000
2014-06-01,0.8761
2014-06-02,0.6898
2014-06-03,0.4123
2014-06-04,0.9532
2014-06-05,11.4651
2014-06-06,21.5374
2014-06-07,13.5045
2014-06-08,41.2773
2014-06-09,22.2011
2014-06-10,20.5059
2014-06-11,56.1415
2014-06-12,8.9863
2014-06-13,16.5699
2014-06-14,24.1185
2014-06-15,4.5033
2014-06-16,2.9083
2014-06-17,3.0688
2014-06-18,17.3005
2014-06-19,5.1427
2014-06-20,18.5344
2014-06-21,2.7550
2014-06-22,8.9621
2014-06-23,2.2517
2014-06-24,1.7040
2014-06-25,2.4052
2014-06-26,1.7306
2014-06-27,0.1586
2014-06-28,16.1227
2014-06-29,8.2602
2014-06-30,3.6616
2014-07-01,21.4528
2014-07-02,9.8254
2014-07-03,0.0000
2014-07-04,1.5011
2014-07-05,11.9704
2014-07-06,19.5253
2014-07-07,2.1268
2014-07-08,1.1289
2014-07-09,6.6276
2014-07-10,7.2959
2014-07-11,18.7869
2014-07-12,0.9639
2014-07-13,15.4607
2014-07-14,38.2723
2014-07-15,50.3941
2014-07-16,23.8077
2014-07-17,0.0000
2014-07-18,6.1158
2014-07-19,26.1699
2014-07-20,8.4401
2014-07-21,13.7399
2014-07-22,8.2212
2014-07-23,26.1594
2014-07-24,11.1915
2014-07-25,10.1840
2014-07-26,19.2180
2014-07-27,12.7649
2014-07-28,13.8717
2014-07-29,12.5219
2014-07-30,2.3783
2014-07-31,4.5765
2014-08-01,65.5349
2014-08-02,100.5945
2014-08-03,39.1442
2014-08-04,33.7039
2014-08-05,21.9774
2014-08-06,20.5038
2014-08-07,5.1516
2014-08-08,12.2198
2014-08-09,16.4892
2014-08-10,7.2263
2014-08-11,17.6431
2014-08-12,27.0995
2014-08-13,4.1021
2014-08-14,3.7446
2014-08-15,0.0000
2014-08-16,9.2881
2014-08-17,1.0615
2014-08-18,0.0000
2014-08-19,4.3240
